platform,post_id,content_type,date_posted,likes,comments,shares,saves,retweets,clicks,views,impressions,reach,followers_at_time,demographic_segment,location,device_type,campaign_name,ad_spend,boosted,caption_text,hashtags,link_clicked,video_duration,engagement,engagement_rate,click_through_rate,conversion_rate
Instagram,POST01780,text,2024-03-15 04:00:00,50,10,2,3,6,22,3532,11014,4533,12497,18-24,Nigeria,mobile,Brand Awareness,135.49,True,Ago while religious.,"#series, #establish",False,82.5,62,0.005629199201016888,0.0019974577810059923,0.0
Facebook,POST01781,reel,2024-03-15 05:00:00,63,8,5,1,5,19,947,8638,15716,51803,25-34,Germany,tablet,Brand Awareness,317.81,True,Left name chance college.,"#prepare, #nor",True,119.9,76,0.008798332947441537,0.0021995832368603844,0.05263157894736842
Facebook,POST01782,video,2024-03-15 06:00:00,44,10,10,3,7,24,4819,9294,9416,43376,25-34,UK,mobile,New Product Launch,76.68,True,Such might recently just still real role.,"#concern, #prepare",False,21.8,64,0.00688616311598881,0.0025823111684958036,0.0
Instagram,POST01783,video,2024-03-15 07:00:00,47,14,3,3,4,16,9297,14999,10705,36417,35-44,US,tablet,Brand Awareness,409.82,False,Society box lead plan capital other.,"#able, #large",True,169.8,64,0.004266951130075338,0.0010667377825188346,0.0625
LinkedIn,POST01784,image,2024-03-15 08:00:00,49,9,6,1,4,21,1210,11907,3346,33343,25-34,India,mobile,Summer Sale,430.72,False,Dinner clear name well character.,"#painting, #own",False,94.0,64,0.005374989501973629,0.001763668430335097,0.0
Facebook,POST01785,text,2024-03-15 09:00:00,45,12,6,1,4,23,7236,522,15409,72776,55+,Nigeria,tablet,Summer Sale,443.98,True,Suffer nature technology hear.,"#final, #reach",False,60.1,63,0.1206896551724138,0.044061302681992334,0.0
Facebook,POST01786,video,2024-03-15 10:00:00,41,10,7,6,5,25,389,15571,15369,55347,45-54,Germany,mobile,Holiday Promo,472.77,False,Sort the difference pick remember floor.,"#live, #lawyer",False,2.4,58,0.003724873161646651,0.0016055487765718323,0.0
Facebook,POST01787,image,2024-03-15 11:00:00,51,11,3,5,6,21,5676,12209,8367,18038,55+,India,desktop,Summer Sale,177.84,False,Public dinner behavior start truth.,"#enter, #matter",False,121.9,65,0.005323941354738308,0.001720042591530838,0.0
Twitter,POST01788,video,2024-03-15 12:00:00,65,7,10,2,0,17,9203,8671,6360,47451,55+,UK,tablet,Summer Sale,333.22,True,Protect under probably budget indeed.,"#push, #next",True,174.5,82,0.009456810056510206,0.0019605581824472377,0.058823529411764705
Instagram,POST01789,image,2024-03-15 13:00:00,41,8,4,2,10,23,1480,10626,8274,19893,45-54,Germany,desktop,Summer Sale,157.87,True,Discover option former tax morning serve but.,"#food, #box",False,100.5,53,0.004987765857331075,0.0021645021645021645,0.0
Twitter,POST01790,image,2024-03-15 14:00:00,59,9,5,2,4,15,9939,1078,2401,78832,25-34,UK,tablet,Holiday Promo,401.9,False,Factor fire individual professional him traditional.,"#movement, #on",True,59.9,73,0.06771799628942486,0.013914656771799629,0.06666666666666667
Instagram,POST01791,text,2024-03-15 15:00:00,65,16,1,3,2,29,3924,11206,2501,18566,45-54,India,desktop,New Product Launch,207.8,True,Mind away although catch six despite.,"#read, #whole",True,75.3,82,0.007317508477601285,0.0025878993396394787,0.034482758620689655
LinkedIn,POST01792,video,2024-03-15 16:00:00,47,4,4,4,3,21,1391,8277,2573,10825,45-54,Nigeria,mobile,New Product Launch,277.45,False,Once case door prepare south movement.,"#institution, #third",False,102.4,55,0.006644919656880513,0.0025371511417180137,0.0
LinkedIn,POST01793,text,2024-03-15 17:00:00,52,8,4,0,3,26,9914,12959,6728,51561,55+,Germany,mobile,New Product Launch,66.5,False,Fish guess job green.,"#race, #mind",True,124.0,64,0.004938652673817425,0.0020063276487383287,0.038461538461538464
Facebook,POST01794,image,2024-03-15 18:00:00,53,7,6,4,6,24,1862,13273,11218,16285,55+,Germany,mobile,Brand Awareness,425.25,False,Could series sometimes situation bring eye.,"#full, #camera",False,33.0,66,0.004972500565056883,0.001808182023657048,0.0
Instagram,POST01795,reel,2024-03-15 19:00:00,40,10,2,5,4,25,4279,18019,14013,33303,35-44,US,desktop,New Product Launch,241.47,True,According center know car can whole.,"#its, #series",False,168.3,52,0.0028858427215716744,0.0013874243853709972,0.0
LinkedIn,POST01796,video,2024-03-15 20:00:00,45,11,5,2,2,26,6783,17630,15312,13396,18-24,Germany,tablet,Brand Awareness,320.24,True,Machine special my care skill.,"#author, #appear",False,74.6,61,0.0034600113442994893,0.001474758933635848,0.0
Instagram,POST01797,reel,2024-03-15 21:00:00,54,9,5,3,4,21,1537,14269,16026,26216,25-34,US,desktop,Brand Awareness,334.64,False,Painting pretty how spring though industry song adult.,"#even, #approach",True,112.4,68,0.004765575723596608,0.0014717219146401289,0.047619047619047616
LinkedIn,POST01798,video,2024-03-15 22:00:00,42,8,5,2,4,19,7726,10110,5339,32352,45-54,India,tablet,New Product Launch,137.13,False,Education strong his exist drive.,"#me, #tax",True,164.1,55,0.005440158259149357,0.0018793273986152325,0.05263157894736842
Twitter,POST01799,text,2024-03-15 23:00:00,45,8,7,1,3,28,3989,11900,10264,96995,55+,India,mobile,Summer Sale,397.49,True,Series husband important week building group.,"#accept, #special",True,104.1,60,0.005042016806722689,0.002352941176470588,0.03571428571428571
LinkedIn,POST01800,text,2024-03-16 00:00:00,46,9,7,2,6,21,5179,8227,16932,34772,55+,Nigeria,tablet,New Product Launch,416.51,False,Money where above one.,"#occur, #reduce",False,123.0,62,0.007536161419715571,0.002552570803452048,0.0
Twitter,POST01801,text,2024-03-16 01:00:00,34,10,6,3,2,18,6594,3449,8517,97289,25-34,India,mobile,Brand Awareness,257.88,True,Stand challenge decision if.,"#open, #particularly",True,114.0,50,0.014496955639315743,0.005218904030153668,0.05555555555555555
LinkedIn,POST01802,text,2024-03-16 02:00:00,55,11,4,3,2,22,7954,4836,5679,29630,35-44,Nigeria,mobile,Brand Awareness,451.21,True,Require kitchen side table hotel need.,"#until, #student",True,44.6,70,0.014474772539288668,0.004549214226633582,0.045454545454545456
Facebook,POST01803,text,2024-03-16 03:00:00,45,9,5,4,3,33,8648,12329,10548,11944,55+,UK,desktop,Brand Awareness,80.45,True,Current your thing far challenge newspaper second.,"#after, #customer",False,173.3,59,0.004785465163435801,0.0026766161083623978,0.0
Twitter,POST01804,reel,2024-03-16 04:00:00,54,13,2,4,4,22,8452,11569,9840,80584,45-54,US,desktop,Holiday Promo,207.22,True,Memory impact design top situation teacher community.,"#however, #down",True,85.0,69,0.005964214711729622,0.0019016336762036478,0.045454545454545456
LinkedIn,POST01805,text,2024-03-16 05:00:00,57,12,4,6,2,16,6929,7794,14428,17138,25-34,UK,mobile,Holiday Promo,22.16,True,Answer author send possible generation.,"#establish, #this",True,17.7,73,0.009366179112137541,0.002052861175263023,0.0625
Facebook,POST01806,image,2024-03-16 06:00:00,43,9,9,1,3,19,3166,17516,12033,99671,45-54,Nigeria,mobile,New Product Launch,199.28,False,Message energy term cut.,"#such, #support",False,179.6,61,0.003482530258049783,0.0010847225393925553,0.0
Twitter,POST01807,image,2024-03-16 07:00:00,50,6,6,5,1,29,9812,7593,16148,55792,18-24,Germany,tablet,New Product Launch,498.52,True,Write close military.,"#source, #something",True,117.0,62,0.008165415514289478,0.0038193072566837876,0.034482758620689655
Facebook,POST01808,reel,2024-03-16 08:00:00,53,7,4,5,1,26,5631,8150,9022,35349,55+,US,mobile,Brand Awareness,231.59,True,Above big consumer land never everything across.,"#receive, #set",False,109.5,64,0.00785276073619632,0.0031901840490797546,0.0
Instagram,POST01809,video,2024-03-16 09:00:00,48,7,8,3,3,18,663,8021,5456,36748,25-34,UK,tablet,New Product Launch,209.61,True,Responsibility Democrat five behavior none quickly page professor.,"#friend, #attorney",True,165.0,63,0.007854382246602667,0.002244109213315048,0.05555555555555555
Instagram,POST01810,image,2024-03-16 10:00:00,46,11,5,6,2,27,3360,13022,7260,78170,55+,UK,desktop,New Product Launch,343.91,True,Break suffer receive huge support.,"#far, #five",False,97.5,62,0.004761173398863462,0.002073414222085701,0.0
Twitter,POST01811,video,2024-03-16 11:00:00,56,12,8,7,7,24,4091,9290,4785,64831,18-24,UK,mobile,Brand Awareness,24.3,True,Pressure operation manage career check law.,"#society, #American",False,64.9,76,0.008180839612486545,0.0025834230355220667,0.0
LinkedIn,POST01812,reel,2024-03-16 12:00:00,51,10,3,4,4,22,109,3702,1643,5784,25-34,India,desktop,Holiday Promo,176.88,True,Time week down manage receive note behavior small.,"#might, #approach",False,31.5,64,0.01728795245813074,0.005942733657482442,0.0
Twitter,POST01813,video,2024-03-16 13:00:00,41,10,3,3,3,29,781,9587,1218,93323,45-54,Germany,tablet,New Product Launch,266.54,False,Anyone machine there at.,"#little, #to",True,145.9,54,0.005632627516428497,0.0030249295921560447,0.034482758620689655
Facebook,POST01814,video,2024-03-16 14:00:00,43,11,3,5,5,19,6408,8434,6986,43881,45-54,UK,tablet,New Product Launch,242.03,False,Really head each able.,"#entire, #of",True,59.6,57,0.006758359023002134,0.0022527863410007113,0.05263157894736842
LinkedIn,POST01815,video,2024-03-16 15:00:00,51,8,5,3,4,25,8818,8578,8032,1374,18-24,UK,mobile,Summer Sale,321.24,False,Represent operation food surface us officer.,"#young, #place",True,93.0,64,0.007460946607600839,0.0029144322685940778,0.04
Instagram,POST01816,video,2024-03-16 16:00:00,65,6,8,6,1,18,7935,13278,10572,88539,55+,UK,mobile,Summer Sale,69.47,True,Eye pull partner market.,"#watch, #pick",True,91.6,79,0.005949691218557012,0.0013556258472661546,0.05555555555555555
LinkedIn,POST01817,reel,2024-03-16 17:00:00,55,12,9,1,6,18,8968,18166,876,52244,25-34,Germany,mobile,Holiday Promo,201.31,False,At different half value those friend hand nor.,"#whether, #herself",True,133.3,76,0.004183639766596939,0.0009908620499834856,0.05555555555555555
Instagram,POST01818,image,2024-03-16 18:00:00,39,12,7,1,3,14,8484,8336,7210,63067,45-54,UK,tablet,New Product Launch,316.8,True,Truth task family western.,"#money, #east",True,123.2,58,0.006957773512476007,0.0016794625719769674,0.07142857142857142
LinkedIn,POST01819,text,2024-03-16 19:00:00,42,6,4,2,4,18,5616,18194,7022,12653,45-54,US,desktop,New Product Launch,150.83,True,Husband really travel management five company.,"#interest, #player",True,76.2,52,0.0028580850829943937,0.000989337144113444,0.05555555555555555
LinkedIn,POST01820,video,2024-03-16 20:00:00,47,7,6,3,5,19,5022,5818,16856,92377,55+,India,mobile,New Product Launch,306.44,False,Military member myself fill moment.,"#language, #six",True,76.7,60,0.010312822275696116,0.0032657270539704366,0.05263157894736842
LinkedIn,POST01821,image,2024-03-16 21:00:00,41,9,7,4,2,17,587,9662,14863,12192,18-24,India,desktop,Brand Awareness,479.16,True,Ability ever send dinner.,"#maybe, #in",True,48.7,57,0.005899399710204927,0.001759470089008487,0.058823529411764705
Facebook,POST01822,image,2024-03-16 22:00:00,45,13,2,3,5,23,8577,6627,4483,28083,18-24,UK,mobile,New Product Launch,465.19,True,Mr available red lay.,"#perform, #pattern",True,61.4,60,0.009053870529651425,0.003470650369699713,0.043478260869565216
Facebook,POST01823,reel,2024-03-16 23:00:00,58,12,3,4,5,20,9559,9583,16916,84676,18-24,Germany,desktop,New Product Launch,362.76,False,Relationship threat wear great treat main history those.,"#eat, #message",True,128.1,73,0.007617656266304915,0.002087029114056141,0.05
Twitter,POST01824,image,2024-03-17 00:00:00,56,13,2,2,4,19,7331,19159,7381,7942,45-54,Germany,tablet,Summer Sale,88.81,False,Sit just hospital always determine.,"#new, #medical",True,101.2,71,0.0037058301581502167,0.0009917010282373818,0.05263157894736842
Twitter,POST01825,reel,2024-03-17 01:00:00,46,11,4,0,4,24,9126,11873,3479,49380,45-54,Nigeria,mobile,New Product Launch,392.12,False,Catch arrive street with hotel.,"#ago, #fact",False,9.2,61,0.005137707403352143,0.002021393076728712,0.0
Instagram,POST01826,video,2024-03-17 02:00:00,49,9,5,2,4,18,9591,6596,2014,92868,45-54,Nigeria,tablet,Summer Sale,223.35,True,Everyone west people director.,"#wait, #company",True,91.5,63,0.009551243177683445,0.0027289266221952697,0.05555555555555555
Facebook,POST01827,video,2024-03-17 03:00:00,44,9,6,3,6,23,1222,15786,16121,85786,45-54,US,tablet,Holiday Promo,475.87,True,Our son everyone pick system build.,"#end, #tough",False,171.9,59,0.003737488914227797,0.001456987203851514,0.0
Instagram,POST01828,text,2024-03-17 04:00:00,50,12,4,2,2,19,3681,8555,17060,12156,45-54,US,desktop,New Product Launch,305.71,True,Show night let bit.,"#rich, #sell",False,19.7,66,0.00771478667445938,0.0022209234365867915,0.0
Twitter,POST01829,text,2024-03-17 05:00:00,37,5,0,3,8,23,7123,6181,3401,48586,45-54,Germany,desktop,Brand Awareness,108.81,False,Teacher method measure set professional international social direction.,"#range, #just",True,18.9,42,0.006795016987542469,0.0037210807312732567,0.043478260869565216
Instagram,POST01830,text,2024-03-17 06:00:00,43,4,6,3,4,22,3311,11289,7002,78728,35-44,US,tablet,Holiday Promo,156.21,False,Show two economic adult major.,"#doctor, #thank",True,120.2,53,0.004694835680751174,0.001948799716538223,0.045454545454545456
Twitter,POST01831,image,2024-03-17 07:00:00,43,10,4,4,6,17,2256,11567,5082,62716,25-34,Nigeria,mobile,Holiday Promo,159.53,False,From message response nor likely artist their.,"#paper, #consumer",True,172.4,57,0.004927811878620213,0.0014696982795884845,0.058823529411764705
Facebook,POST01832,video,2024-03-17 08:00:00,64,6,3,0,1,12,2390,11848,13661,92512,18-24,Germany,desktop,New Product Launch,138.14,False,Test marriage or seven.,"#senior, #professor",False,4.8,73,0.006161377447670493,0.001012829169480081,0.0
LinkedIn,POST01833,reel,2024-03-17 09:00:00,47,4,5,3,4,22,9356,7335,10823,89585,25-34,Nigeria,tablet,New Product Launch,385.91,True,The glass big provide speak.,"#about, #exactly",True,62.0,56,0.007634628493524199,0.0029993183367416497,0.045454545454545456
Facebook,POST01834,text,2024-03-17 10:00:00,34,9,6,4,1,20,3891,14781,10314,24864,55+,UK,tablet,Summer Sale,168.37,True,Student forward at house hour baby.,"#heart, #they",True,12.1,49,0.0033150666396048983,0.00135308842432853,0.05
Instagram,POST01835,reel,2024-03-17 11:00:00,53,7,4,3,2,15,5443,1696,16487,26739,18-24,UK,tablet,Holiday Promo,97.81,False,Analysis rich sit democratic first why thus.,"#raise, #every",False,47.8,64,0.03773584905660377,0.00884433962264151,0.0
Instagram,POST01836,reel,2024-03-17 12:00:00,65,12,5,4,8,15,9668,9303,2394,22114,18-24,US,mobile,Summer Sale,298.05,True,Gun speak none pressure teach clear kind.,"#apply, #moment",False,99.8,82,0.008814360958830484,0.0016123831022250886,0.0
Facebook,POST01837,text,2024-03-17 13:00:00,54,9,4,4,4,19,446,6264,16856,57457,45-54,Nigeria,desktop,Summer Sale,232.39,True,Military quality research several Congress with.,"#ask, #almost",True,79.6,67,0.010696040868454661,0.003033205619412516,0.05263157894736842
Facebook,POST01838,video,2024-03-17 14:00:00,50,13,4,1,7,22,1858,15072,15788,1578,45-54,Germany,desktop,New Product Launch,11.08,True,Strong animal improve new probably base fire must.,"#sure, #really",True,65.4,67,0.004445329087048832,0.001459660297239915,0.045454545454545456
Twitter,POST01839,text,2024-03-17 15:00:00,49,12,4,2,7,16,1438,11373,10733,37999,55+,Germany,tablet,Holiday Promo,139.56,True,Describe pattern top foreign successful.,"#system, #article",True,37.9,65,0.0057152906005451505,0.001406840763211114,0.0625
Instagram,POST01840,reel,2024-03-17 16:00:00,46,15,1,2,7,21,5091,10584,9991,23852,25-34,US,mobile,Brand Awareness,19.1,False,Such reach TV.,"#picture, #as",False,111.5,62,0.005857898715041572,0.001984126984126984,0.0
Instagram,POST01841,text,2024-03-17 17:00:00,50,10,6,2,4,25,2796,13795,11919,82903,25-34,Nigeria,tablet,Summer Sale,383.52,True,Little national statement professional just.,"#a, #must",True,103.6,66,0.0047843421529539685,0.001812250815512867,0.04
Facebook,POST01842,reel,2024-03-17 18:00:00,42,16,5,4,4,15,5328,12351,13122,35403,25-34,US,desktop,Holiday Promo,475.51,False,Project kitchen least project order.,"#should, #guy",False,119.4,63,0.005100801554529998,0.0012144765606023804,0.0
LinkedIn,POST01843,reel,2024-03-17 19:00:00,43,6,4,1,5,21,553,16834,1215,47319,55+,Germany,mobile,Holiday Promo,250.09,True,Five term produce majority.,"#end, #thousand",True,142.8,53,0.0031483901627658312,0.0012474753475109897,0.047619047619047616
Instagram,POST01844,text,2024-03-17 20:00:00,54,6,6,4,4,24,9601,14584,10956,78858,35-44,UK,tablet,Holiday Promo,279.08,False,Environment break image eat.,"#responsibility, #respond",False,131.3,66,0.0045255074053757545,0.0016456390565002743,0.0
LinkedIn,POST01845,image,2024-03-17 21:00:00,51,11,5,0,2,21,8381,2329,16521,76734,25-34,Nigeria,desktop,New Product Launch,422.54,False,Throw plan several rate.,"#woman, #national",True,172.3,67,0.028767711464147704,0.009016745384285102,0.047619047619047616
Facebook,POST01846,text,2024-03-17 22:00:00,50,9,1,5,8,21,9611,12103,5649,39531,18-24,US,desktop,New Product Launch,9.48,False,Animal property section us store shoulder suffer.,"#wait, #result",True,30.5,60,0.004957448566471123,0.001735106998264893,0.047619047619047616
Facebook,POST01847,image,2024-03-17 23:00:00,50,10,3,4,4,19,1642,18689,13188,38775,18-24,UK,desktop,New Product Launch,81.16,False,Never wait sister assume far kid.,"#radio, #attorney",True,171.3,63,0.0033709668789127295,0.001016640804751458,0.05263157894736842
Twitter,POST01848,reel,2024-03-18 00:00:00,43,6,6,3,3,19,2603,6349,794,95164,45-54,India,mobile,Summer Sale,327.18,False,Certain employee school.,"#wonder, #rich",False,31.0,55,0.008662781540400063,0.0029925972594109307,0.0
Instagram,POST01849,reel,2024-03-18 01:00:00,54,9,5,0,7,28,3102,981,16678,50725,45-54,Nigeria,mobile,New Product Launch,370.87,True,Focus owner hot can.,"#effect, #follow",False,151.7,68,0.06931702344546381,0.02854230377166157,0.0
LinkedIn,POST01850,image,2024-03-18 02:00:00,39,11,2,2,7,18,1262,3804,4530,19555,25-34,Germany,desktop,Holiday Promo,313.1,False,Media development where body.,"#computer, #or",True,141.9,52,0.013669821240799159,0.00473186119873817,0.05555555555555555
Twitter,POST01851,reel,2024-03-18 03:00:00,40,13,6,0,5,28,5734,3532,3031,86553,25-34,Germany,desktop,Holiday Promo,469.62,True,Pull budget senior court participant such Democrat.,"#require, #huge",True,119.9,59,0.016704416761041903,0.007927519818799546,0.03571428571428571
Instagram,POST01852,image,2024-03-18 04:00:00,50,11,6,2,1,20,2023,3325,403,45539,45-54,India,mobile,New Product Launch,196.18,True,Business hospital economy hard believe.,"#among, #after",False,127.1,67,0.020150375939849623,0.006015037593984963,0.0
Twitter,POST01853,image,2024-03-18 05:00:00,52,11,4,4,7,15,1888,18970,3887,97955,18-24,Nigeria,tablet,Summer Sale,277.54,False,Him still we west rule our include.,"#list, #political",True,124.5,67,0.003531892461781761,0.0007907221929362151,0.06666666666666667
Facebook,POST01854,reel,2024-03-18 06:00:00,49,10,5,2,3,22,7287,3155,11320,8706,55+,US,tablet,New Product Launch,478.2,False,However without green man color.,"#language, #shake",True,95.4,64,0.02028526148969889,0.006973058637083994,0.045454545454545456
Instagram,POST01855,video,2024-03-18 07:00:00,54,14,2,3,4,12,5992,17109,13893,71323,55+,Nigeria,tablet,New Product Launch,449.82,True,Sure follow home.,"#realize, #church",True,5.9,70,0.004091413875737916,0.0007013852358407856,0.08333333333333333
Twitter,POST01856,image,2024-03-18 08:00:00,45,9,9,1,2,16,5616,3466,10379,44047,55+,Nigeria,desktop,Holiday Promo,15.4,True,Gas study car face art major.,"#also, #Democrat",True,104.3,63,0.01817657241777265,0.004616272360069244,0.0625
Twitter,POST01857,text,2024-03-18 09:00:00,53,9,4,2,3,25,8736,16468,3798,85423,25-34,India,desktop,Holiday Promo,176.07,False,Walk admit where development life still.,"#explain, #citizen",False,70.0,66,0.004007772649987855,0.0015180957007529755,0.0
LinkedIn,POST01858,text,2024-03-18 10:00:00,57,9,2,2,4,22,4240,19411,6327,2249,55+,Germany,mobile,Brand Awareness,369.5,True,Risk behind thing.,"#we, #seven",False,49.0,68,0.003503168306630261,0.0011333779815568491,0.0
Twitter,POST01859,reel,2024-03-18 11:00:00,45,7,1,2,5,21,3992,7049,17996,20997,35-44,UK,desktop,New Product Launch,0.44,False,Herself newspaper something power institution deep.,"#your, #audience",False,88.2,53,0.007518796992481203,0.0029791459781529296,0.0
Instagram,POST01860,video,2024-03-18 12:00:00,54,10,5,1,7,19,5499,7625,15636,59584,25-34,Germany,tablet,Brand Awareness,431.49,False,Purpose money day technology something western.,"#here, #hear",True,152.7,69,0.009049180327868852,0.0024918032786885244,0.05263157894736842
Instagram,POST01861,reel,2024-03-18 13:00:00,36,12,2,2,3,15,6465,16232,8814,72973,35-44,Nigeria,desktop,Holiday Promo,251.05,False,Those leader yard.,"#Republican, #movement",True,104.1,50,0.0030803351404632825,0.0009241005421389847,0.06666666666666667
LinkedIn,POST01862,video,2024-03-18 14:00:00,51,7,8,4,4,40,5740,2890,14130,4598,25-34,Germany,tablet,Summer Sale,43.3,False,Accept officer heart.,"#pull, #executive",False,173.7,66,0.022837370242214532,0.01384083044982699,0.0
Instagram,POST01863,image,2024-03-18 15:00:00,47,13,6,4,2,26,6555,7366,8155,81365,25-34,India,mobile,Summer Sale,221.23,True,Accept area alone true.,"#herself, #political",True,75.7,66,0.008960086885691013,0.0035297311973934292,0.038461538461538464
Facebook,POST01864,image,2024-03-18 16:00:00,42,16,4,4,2,24,4528,11146,5061,41859,55+,UK,mobile,Brand Awareness,246.31,True,We give feeling.,"#personal, #prepare",True,30.3,62,0.00556253364435672,0.002153238830073569,0.041666666666666664
Instagram,POST01865,image,2024-03-18 17:00:00,48,7,3,5,4,22,1456,3337,9958,32546,25-34,UK,mobile,Holiday Promo,183.46,False,Skin medical stock fill pressure note policy stage.,"#friend, #common",True,56.6,58,0.017380881030866047,0.006592747977225052,0.045454545454545456
Instagram,POST01866,image,2024-03-18 18:00:00,45,6,8,2,4,24,4163,7601,16339,9264,35-44,US,mobile,Brand Awareness,227.16,False,Away bring what audience.,"#according, #eat",False,26.0,59,0.007762136560978818,0.003157479279042231,0.0
Twitter,POST01867,text,2024-03-18 19:00:00,50,12,0,1,3,7,4394,6353,10605,72812,18-24,Germany,mobile,Brand Awareness,445.7,True,Avoid perhaps through want remember.,"#dark, #which",False,123.3,62,0.009759168896584292,0.0011018416496143555,0.0
Twitter,POST01868,text,2024-03-18 20:00:00,46,10,4,4,4,26,8802,12038,16727,83404,35-44,Germany,desktop,Holiday Promo,162.03,False,Resource serve friend owner out.,"#force, #site",False,28.7,60,0.004984216647283602,0.0021598272138228943,0.0
Instagram,POST01869,reel,2024-03-18 21:00:00,38,11,2,2,7,17,9357,17522,9103,95696,45-54,India,tablet,New Product Launch,480.46,True,Develop tough arrive once word.,"#center, #common",False,93.3,51,0.00291062664079443,0.0009702088802648099,0.0
LinkedIn,POST01870,video,2024-03-18 22:00:00,43,7,7,3,5,16,2660,15220,16309,44221,25-34,Germany,tablet,New Product Launch,343.51,True,It behind best begin role career.,"#image, #set",False,166.2,57,0.003745072273324573,0.0010512483574244415,0.0
Twitter,POST01871,image,2024-03-18 23:00:00,48,7,2,0,4,24,5283,2415,4475,58766,35-44,India,tablet,Holiday Promo,448.01,True,President popular loss property floor worry job for.,"#agent, #power",True,78.1,57,0.02360248447204969,0.009937888198757764,0.041666666666666664
LinkedIn,POST01872,image,2024-03-19 00:00:00,49,10,4,2,4,30,7487,16909,5897,68943,55+,US,desktop,Brand Awareness,104.49,True,Pressure body manager sure.,"#employee, #you",True,72.5,63,0.0037258264829380804,0.0017742030871133717,0.03333333333333333
Instagram,POST01873,video,2024-03-19 01:00:00,39,4,5,3,3,21,2731,8183,2267,85347,45-54,Nigeria,tablet,Holiday Promo,245.92,False,Future same manager quite oil administration trouble.,"#degree, #drive",True,36.6,48,0.005865819381644873,0.0025662959794696323,0.047619047619047616
Instagram,POST01874,video,2024-03-19 02:00:00,53,10,7,1,4,28,3698,18464,5762,23839,18-24,Germany,tablet,Brand Awareness,282.71,False,Child walk rise work understand government.,"#happen, #a",False,135.7,70,0.003791161178509532,0.0015164644714038128,0.0
Facebook,POST01875,reel,2024-03-19 03:00:00,45,7,1,0,2,21,3575,14079,17511,97590,35-44,Nigeria,desktop,Holiday Promo,42.64,True,Office book big best American growth.,"#simple, #top",True,54.8,53,0.00376447190851623,0.0014915832090347326,0.047619047619047616
Twitter,POST01876,video,2024-03-19 04:00:00,43,8,5,3,2,26,8797,14927,15538,95588,35-44,US,tablet,Brand Awareness,246.82,False,It blue somebody happy.,"#TV, #morning",True,178.3,56,0.0037515910765726535,0.0017418101426944462,0.038461538461538464
Instagram,POST01877,image,2024-03-19 05:00:00,43,5,6,6,3,28,3984,14104,2215,32778,35-44,Germany,desktop,Holiday Promo,430.48,True,National student possible marriage loss magazine recent.,"#run, #hospital",True,30.0,54,0.0038287010777084515,0.0019852524106636414,0.03571428571428571
Facebook,POST01878,image,2024-03-19 06:00:00,45,8,2,3,2,23,3763,886,3897,63964,45-54,Germany,tablet,Holiday Promo,26.1,False,Yes record class sure ten radio.,"#seven, #education",True,0.4,55,0.062076749435665914,0.025959367945823927,0.043478260869565216
Twitter,POST01879,image,2024-03-19 07:00:00,53,10,3,5,7,27,6673,6352,2192,63426,55+,Nigeria,mobile,Holiday Promo,321.15,False,Memory culture management conference your make sort.,"#shoulder, #low",False,97.1,66,0.010390428211586901,0.004250629722921915,0.0
Instagram,POST01880,image,2024-03-19 08:00:00,41,11,1,4,6,30,8866,9671,3152,57336,45-54,US,mobile,Holiday Promo,494.38,False,Third team light old item moment because.,"#wrong, #consider",False,12.4,53,0.005480301933615965,0.003102057698273188,0.0
Instagram,POST01881,image,2024-03-19 09:00:00,47,9,7,2,6,22,4079,5749,13424,21626,55+,US,desktop,Summer Sale,263.71,False,Small as perform agreement charge.,"#action, #increase",True,66.5,63,0.010958427552617847,0.0038267524786919464,0.045454545454545456
Twitter,POST01882,reel,2024-03-19 10:00:00,51,14,3,5,5,24,7959,9643,17945,99689,55+,Nigeria,desktop,Holiday Promo,151.68,True,Memory and question worker.,"#outside, #matter",True,81.3,68,0.007051747381520273,0.0024888520170071554,0.041666666666666664
Twitter,POST01883,image,2024-03-19 11:00:00,53,10,6,1,5,27,4411,12577,15473,15000,18-24,Nigeria,desktop,New Product Launch,292.47,False,Goal value toward let crime social produce.,"#high, #cup",False,44.7,69,0.005486204977339588,0.0021467758606980997,0.0
Twitter,POST01884,reel,2024-03-19 12:00:00,51,6,4,1,2,24,7656,16599,13400,81366,25-34,Germany,desktop,New Product Launch,270.72,True,Onto institution option pressure employee government sort.,"#they, #reality",False,176.1,61,0.0036749201759142115,0.001445870233146575,0.0
Instagram,POST01885,image,2024-03-19 13:00:00,45,12,4,5,4,16,5778,6533,16434,97474,25-34,US,mobile,Summer Sale,52.58,False,Student room physical receive.,"#drive, #into",True,62.1,61,0.009337211082198071,0.002449104546150314,0.0625
Instagram,POST01886,text,2024-03-19 14:00:00,52,6,9,3,3,14,7433,9257,12573,3127,35-44,UK,mobile,Holiday Promo,107.15,False,Politics particularly under check difficult set.,"#sure, #compare",True,26.0,67,0.007237766014907637,0.0015123690180404018,0.07142857142857142
Facebook,POST01887,text,2024-03-19 15:00:00,44,9,11,2,9,28,3982,5490,13583,68871,25-34,US,mobile,New Product Launch,334.7,True,Should represent agree send turn nor.,"#half, #serve",True,6.7,64,0.011657559198542805,0.005100182149362477,0.03571428571428571
